Date,Open,High,Low,Close,Adj Close,Volume
2007-03-05,50.709998999999996,51.360001000000004,50.709998999999996,51.299999,35.335784999999994,252700
2007-03-12,51.25,51.59,49.389998999999996,50.77,34.970707,586700
2007-03-19,51.299999,53.150002,50.93,52.990002000000004,36.499863,451700
2007-03-26,53.049999,53.099998,52.049999,52.720001,36.313877000000005,362300
2007-04-02,52.959998999999996,54.200001,52.700001,54.119999,37.278206,473700
2007-04-09,54.299999,54.830002,53.880001,54.740002000000004,37.705265000000004,546100
2007-04-16,55.25,55.619999,54.599998,55.5,38.228767,987300
2007-04-23,55.27,55.700001,54.82,55.450001,38.194317,576000
2007-04-30,55.200001,56.080002,54.610001000000004,56.009997999999996,38.580048,540900
2007-05-07,56.299999,56.5,54.68,56.5,38.917564,666900
2007-05-14,55.950001,56.5,55.459998999999996,56.5,38.917564,595300
2007-05-21,56.18,56.75,55.5,56.23,38.731590000000004,652000
2007-05-28,56.41,57.169998,55.599998,57.169998,39.37907,546100
2007-06-04,57.400002,57.439999,55.02,55.98,38.559383000000004,741900
2007-06-11,55.950001,57.380001,55.150002,57.169998,39.37907,557200
2007-06-18,57.349998,58.439999,56.330002,56.43,38.86935,610400
2007-06-25,56.599998,57.200001,55.759997999999996,57.0,39.261978000000006,667800
2007-07-02,57.200001,58.470001,57.200001,58.389998999999996,40.219406,654400
2007-07-09,58.849998,59.700001,57.93,59.509997999999996,40.990879,896900
2007-07-16,59.48,59.630001,58.5,58.790001000000004,40.494919,829700
2007-07-23,59.599998,59.599998,55.330002,56.75,39.089779,942900
2007-07-30,56.220001,57.349998,55.0,55.0,37.884353999999995,819900
2007-08-06,55.200001,57.389998999999996,54.0,54.599998,37.608829,999500
2007-08-13,55.450001,64.510002,50.400002,53.080002,36.561859000000005,1354000
2007-08-20,53.299999,55.560001,52.389998999999996,55.560001,38.270092,803600
2007-08-27,55.450001,56.48,53.759997999999996,56.23,38.731590000000004,606700
2007-09-03,56.049999,56.810001,54.939999,55.18,38.008342999999996,751600
2007-09-10,55.509997999999996,56.740002000000004,54.529999,56.200001,38.710926,576600
2007-09-17,55.93,58.509997999999996,55.290001000000004,58.360001000000004,40.198757,1121800
2007-09-24,58.75,59.91,58.220001,59.689999,41.114864000000004,1301200
2007-10-01,59.970001,61.5,59.900002,61.41,42.299609999999994,932100
2007-10-08,61.09,62.459998999999996,60.529999,61.869999,42.616463,957200
2007-10-15,62.110001000000004,62.139998999999996,59.810001,60.040001000000004,41.355942,955600
2007-10-22,59.419998,62.310001,59.0,62.290001000000004,42.905762,910600
2007-10-29,62.82,63.720001,61.5,62.18,42.82999,1162000
2007-11-05,61.150002,62.549999,59.66,60.049999,41.362827,1769000
2007-11-12,60.0,61.310001,58.330002,59.549999,41.018429,1447000
2007-11-19,59.68,59.68,57.099998,58.93,40.59137,927800
2007-11-26,60.700001,61.549999,57.619999,60.34,41.562588,1348300
2007-12-03,60.0,62.0,59.630001,61.200001,42.154957,892500
2007-12-10,61.52,62.139998999999996,58.43,58.700001,40.432941,1660000
2007-12-17,58.93,59.27,56.849998,58.799999,40.50182,1714700
2007-12-24,59.509997999999996,59.509997999999996,58.279999,59.119999,40.722248,1075400
2007-12-31,59.419998,59.419998,56.880001,56.880001,39.522114,2233600
2008-01-07,57.849998,58.189999,56.209998999999996,56.66,39.369240000000005,1782300
2008-01-14,57.189999,57.349998,52.669998,53.490002000000004,37.166634,2378000
2008-01-21,49.880001,55.040001000000004,49.009997999999996,52.0,36.131321,2781100
2008-01-28,52.580002,54.799999,51.970001,54.790001000000004,38.069904,1640800
2008-02-04,55.529999,55.529999,51.060001,51.669998,35.902023,2063400
2008-02-11,52.740002000000004,53.57,51.060001,52.970001,36.805316999999995,1328400
2008-02-18,54.73,54.73,52.5,54.099998,37.590469,904000
2008-02-25,54.459998999999996,56.099998,53.82,53.950001,37.486247999999996,1206300
2008-03-03,54.060001,54.299999,52.080002,52.650002,36.582958000000005,1354200
2008-03-10,52.990002000000004,54.98,51.619999,52.580002,36.534335999999996,1345100
2008-03-17,51.330002,53.380001,50.060001,51.43,35.735264,1475000
2008-03-24,52.720001,54.41,52.099998,53.650002,37.277798,1615600
2008-03-31,54.41,56.18,53.330002,55.869999,38.820328,2202300
2008-04-07,56.389998999999996,56.529999,54.400002,54.48,37.854515,1204000
2008-04-14,54.799999,57.060001,54.360001000000004,56.759997999999996,39.438728000000005,842200
2008-04-21,57.259997999999996,57.27,55.900002,56.93,39.556854,1183200
2008-04-28,57.689999,58.0,56.459998999999996,57.669998,40.071018,1417300
2008-05-05,57.880001,58.220001,56.84,57.060001,39.647182,1388600
2008-05-12,57.540001000000004,59.27,57.099998,59.220001,41.148026,982600
2008-05-19,59.400002,59.57,57.57,57.689999,40.084915,1493900
2008-05-26,57.759997999999996,58.099998,57.119999,57.900002,40.230846,950200
2008-06-02,58.0,58.0,56.029999,56.23,39.070473,1450600
2008-06-09,56.860001000000004,56.860001000000004,54.0,54.560001,37.910103,1594900
2008-06-16,55.59,56.66,53.200001,53.380001,37.090206,1335000
2008-06-23,53.869999,54.029999,52.25,52.73,36.638557,1408700
2008-06-30,53.16,53.16,51.0,51.599998,35.853390000000005,1577200
2008-07-07,51.889998999999996,52.73,49.810001,50.549999,35.123814,2889500
2008-07-14,49.91,52.18,49.200001,51.299999,35.644943,1931600
2008-07-21,51.029999,52.790001000000004,50.59,51.150002,35.540714,1485100
2008-07-28,51.43,51.700001,50.189999,50.57,35.137710999999996,1603400
2008-08-04,50.939999,51.049999,49.0,49.869999,34.651321,1724200
2008-08-11,50.360001000000004,50.360001000000004,48.080002,48.259997999999996,33.532646,1590600
2008-08-18,48.189999,48.580002,47.09,48.299999,33.560448,1751000
2008-08-25,48.299999,48.919998,47.259997999999996,48.490002000000004,33.692463000000004,1353700
2008-09-01,48.549999,48.549999,44.470001,45.380001,31.531525,1822200
2008-09-08,46.990002000000004,46.990002000000004,43.5,45.860001000000004,31.865042,2278200
2008-09-15,43.189999,47.130001,41.009997999999996,47.130001,32.747486,3729100
2008-09-22,47.130001,47.130001,44.16,45.130001,31.357813,2989400
2008-09-29,43.25,43.700001,39.5,39.700001,27.584883,3739500
2008-10-06,37.830002,43.0,29.5,32.509997999999996,22.589026999999998,10253500
2008-10-13,35.48,40.23,30.83,32.919998,22.873907,5950900
2008-10-20,33.849998,34.939999,27.83,28.9,20.080676999999998,7327400
2008-10-27,27.74,33.290001000000004,27.209999,32.779999,22.776629999999997,5748900
2008-11-03,32.68,35.290001000000004,30.780001000000002,32.91,22.866953,6527900
2008-11-10,33.490002000000004,33.59,28.66,30.24,21.011753,5183200
2008-11-17,29.950001,31.0,25.639999,27.799999,19.316361999999998,6463400
2008-11-24,28.68,30.780001000000002,28.389999,30.559998999999998,21.234106,5212000
2008-12-01,29.67,29.85,27.68,29.299999,20.358610000000002,9471500
