Date,Open,High,Low,Close,Adj Close,Volume
2011-01-24,50.07,53.830002,49.259997999999996,49.330002,36.812134,40800
2011-01-31,49.75,55.919998,49.630001,50.75,37.871798999999996,231100
2011-02-07,50.849998,51.150002,49.549999,50.380001,37.595695,236900
2011-02-14,50.950001,51.349998,50.220001,51.27,38.259838,233000
2011-02-21,50.75,50.75,49.580002,50.580002,37.744946,295300
2011-02-28,51.200001,51.75,50.41,51.080002,38.118053,184900
2011-03-07,51.400002,51.450001,49.25,49.779999,37.147945,623300
2011-03-14,48.779999,49.07,46.189999,48.799999,36.41663,229700
2011-03-21,49.599998,50.59,49.380001,50.130001,37.409126,288900
2011-03-28,50.450001,51.52,49.759997999999996,51.360001000000004,38.327019,227900
2011-04-04,51.73,52.150002,51.18,51.939999,38.759815,246800
2011-04-11,51.970001,52.060001,50.91,51.43,38.379246,169800
2011-04-18,50.91,52.669998,49.91,52.389998999999996,39.09565,194200
2011-04-25,52.52,53.68,52.18,53.549999,39.961277,157700
2011-05-02,53.75,53.919998,51.240002000000004,51.630001,38.528492,319800
2011-05-09,51.66,52.459998999999996,50.5,50.779999,37.894184,196600
2011-05-16,50.630001,51.419998,50.099998,50.799999,37.909110999999996,207000
2011-05-23,49.68,51.34,49.470001,51.18,38.192688000000004,343100
2011-05-30,52.52,52.52,50.630001,51.110001000000004,38.14045,361900
2011-06-06,51.049999,51.220001,49.490002000000004,49.669998,37.065853000000004,311200
2011-06-13,49.790001000000004,50.639998999999996,48.439999,49.209998999999996,36.722584000000005,223800
2011-06-20,48.82,50.169998,48.360001000000004,48.790001000000004,36.409168,204400
2011-06-27,48.790001000000004,51.860001000000004,48.669998,51.82,38.670269,161500
2011-07-04,51.669998,51.880001,50.970001,51.23,38.229991999999996,120400
2011-07-11,50.169998,50.73,49.5,50.110001000000004,37.394211,153600
2011-07-18,49.650002,51.66,49.080002,51.57,38.483723,2130600
2011-07-25,51.150002,51.709998999999996,49.959998999999996,50.41,37.618072999999995,136600
2011-08-01,51.189999,51.189999,44.34,45.950001,34.289833,624600
2011-08-08,44.049999,45.900002,42.48,45.290001000000004,33.797318,798800
2011-08-15,45.869999,46.52,43.080002,43.209998999999996,32.245135999999995,670500
2011-08-22,44.049999,44.73,43.130001,44.380001,33.118237,243500
2011-08-29,44.889998999999996,46.52,44.549999,44.700001,33.357040000000005,521200
2011-09-05,42.93,44.880001,42.450001,42.610001000000004,31.797386,340100
2011-09-12,41.880001,44.0,41.419998,43.73,32.633183,507600
2011-09-19,42.470001,43.209998999999996,39.25,40.029999,29.872084,904500
2011-09-26,40.110001000000004,42.5,39.689999,40.310001,30.081026,290600
2011-10-03,39.880001,41.900002,38.02,41.169998,30.722803000000003,1072900
2011-10-10,42.18,44.200001,42.009997999999996,44.07,32.886902,1101000
2011-10-17,44.080002,44.080002,42.18,43.830002,32.707802,1300600
2011-10-24,44.110001000000004,47.200001,43.75,46.380001,34.610721999999996,491300
2011-10-31,45.560001,45.560001,42.09,44.200001,32.983921,697600
2011-11-07,44.32,45.029999,42.619999,44.200001,32.983921,527700
2011-11-14,43.689999,43.869999,41.759997999999996,42.029999,31.364561,306100
2011-11-21,41.27,41.27,39.220001,39.439999,29.431798999999998,358700
2011-11-28,41.02,43.73,40.91,43.18,32.222752,355500
2011-12-05,43.73,43.959998999999996,42.139998999999996,43.119999,32.177963,293900
2011-12-12,42.200001,42.43,40.639998999999996,40.959998999999996,30.566088,1324800
2011-12-19,41.060001,41.900002,40.0,41.02,30.610868,1061200
2011-12-26,40.810001,41.029999,40.080002,40.900002,31.495205,1118900
2012-01-02,41.720001,42.23,40.82,40.900002,31.495205,1008900
2012-01-09,41.18,41.959998999999996,40.849998,41.470001,31.934139000000002,502200
2012-01-16,42.169998,43.470001,41.84,43.459998999999996,33.466553000000005,319300
2012-01-23,43.549999,44.470001,43.080002,44.09,33.951687,365200
2012-01-30,43.419998,45.419998,43.189999,45.349998,34.921944,642900
2012-02-06,44.91,45.779999,44.549999,44.689999,34.413727,471900
2012-02-13,45.330002,45.830002,44.619999,45.779999,35.253078,687900
2012-02-20,46.0,46.380001,45.5,46.259997999999996,35.622704,608400
2012-02-27,45.68,46.68,45.5,46.02,35.437884999999994,933800
2012-03-05,45.900002,45.939999,44.110001000000004,45.709998999999996,35.199172999999995,807900
2012-03-12,45.650002,46.509997999999996,45.259997999999996,46.380001,35.715111,693000
2012-03-19,46.259997999999996,46.619999,45.060001,45.560001,35.083667999999996,483500
2012-03-26,45.959998999999996,46.299999,44.900002,45.650002,35.152972999999996,742500
2012-04-02,45.66,46.360001000000004,44.380001,44.529999,34.290508,483300
2012-04-09,44.080002,44.779999,43.259997999999996,43.939999,33.836174,374700
2012-04-16,44.330002,44.869999,43.860001000000004,44.57,34.321312,469700
2012-04-23,43.84,44.970001,43.360001000000004,44.93,34.59853,681800
2012-04-30,44.82,45.189999,43.5,43.580002,33.558964,540100
2012-05-07,43.630001,43.84,42.150002,42.580002,32.788902,610300
2012-05-14,42.0,42.0,39.950001,39.959998999999996,30.771357000000002,584600
2012-05-21,40.16,41.09,39.509997999999996,39.919998,30.740562,439400
2012-05-28,40.709998999999996,40.759997999999996,38.900002,38.900002,29.955112,489500
2012-06-04,39.23,41.209998999999996,38.810001,40.299999,31.033182,1547500
2012-06-11,40.799999,41.169998,39.959998999999996,41.169998,31.703133,625300
2012-06-18,41.07,42.169998,40.759997999999996,41.200001,31.726233,348000
2012-06-25,40.580002,42.240002000000004,40.07,42.240002000000004,32.527091999999996,1618400
2012-07-02,42.330002,42.98,41.610001000000004,41.860001000000004,32.234466999999995,415100
2012-07-09,41.66,42.060001,40.73,41.720001,32.126659000000004,405900
2012-07-16,41.639998999999996,42.59,41.41,41.700001,32.111256,452600
